City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Day,DayOfWeek,PM2.5_Lag1,PM10_Lag1,NO2_Lag1,CO_Lag1,f{col}_Roll3
Hyderabad,2017-01-24,71.49,148.62,10.19,50.58,11.72,19.98,0.0,12.35,53.29,0.03,0.38,0.03,151.0,Moderate,1,24,1,83.79,150.97,52.58,0.0,0.0
Hyderabad,2017-01-25,76.94,144.81,10.14,47.79,11.21,18.46,0.0,9.19,58.67,0.01,0.25,0.03,149.0,Moderate,1,25,2,71.49,148.62,50.58,0.0,0.0
Hyderabad,2017-01-26,64.21,108.56,9.54,32.92,8.41,14.62,0.0,4.04,75.82,0.0,0.1,0.03,132.0,Moderate,1,26,3,76.94,144.81,47.79,0.0,0.0
Hyderabad,2017-01-27,56.14,100.4,9.47,41.9,10.18,15.15,0.0,7.88,51.86,0.0,0.1,0.03,100.0,Satisfactory,1,27,4,64.21,108.56,32.92,0.0,0.0
Hyderabad,2017-01-28,68.79,131.75,8.46,43.74,7.53,18.29,0.0,12.09,43.59,0.0,0.1,0.03,115.0,Moderate,1,28,5,56.14,100.4,41.9,0.0,0.0
Hyderabad,2017-01-29,85.73,157.28,10.5,53.72,12.36,28.21,0.0,34.99,49.54,0.08,1.15,0.07,199.0,Moderate,1,29,6,68.79,131.75,43.74,0.0,0.0
Hyderabad,2017-01-30,62.96,124.01,19.88,60.35,16.06,25.86,0.0,19.96,56.94,0.06,0.75,0.08,129.0,Moderate,1,30,0,85.73,157.28,53.72,0.0,0.0
Hyderabad,2017-01-31,54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,0.07,1.1,0.13,110.0,Moderate,1,31,1,62.96,124.01,60.35,0.0,0.0
Hyderabad,2017-02-01,44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,0.03,0.37,0.17,151.0,Moderate,2,1,2,54.98,115.66,46.64,0.0,0.0
Hyderabad,2017-02-02,52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,0.01,0.14,0.03,102.0,Moderate,2,2,3,44.56,87.45,35.7,0.0,0.0
Hyderabad,2017-02-03,58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,0.01,0.2,0.04,113.0,Moderate,2,3,4,52.36,96.1,37.44,0.0,0.0
Hyderabad,2017-02-04,68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,0.04,0.51,0.47,149.0,Moderate,2,4,5,58.81,109.98,42.23,0.0,0.0
Hyderabad,2017-02-05,56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,0.02,0.32,0.04,164.0,Moderate,2,5,6,68.29,141.85,52.03,0.0,0.0
Hyderabad,2017-02-06,64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,0.0,0.03,0.0,118.0,Moderate,2,6,0,56.73,117.29,45.95,0.0,0.0
Hyderabad,2017-02-07,93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,0.0,0.0,0.0,185.0,Moderate,2,7,1,64.14,136.36,52.4,0.0,0.0
Hyderabad,2017-02-08,83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,0.01,0.18,0.01,180.0,Moderate,2,8,2,93.54,188.21,60.66,0.0,0.0
Hyderabad,2017-02-09,70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,0.02,0.31,0.04,161.0,Moderate,2,9,3,83.13,163.13,51.31,0.0,0.0
Hyderabad,2017-02-10,64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,0.0,0.1,0.01,121.0,Moderate,2,10,4,70.3,134.14,45.89,0.0,0.0
Hyderabad,2017-02-11,41.77,110.41333333333333,6.28,27.85,3.04,13.23,0.0,1.8,64.54,0.0,0.03,0.0,115.0,Moderate,2,11,5,64.97,108.1,35.98,0.0,0.0
Hyderabad,2017-02-12,39.67,112.72666666666667,9.79,32.34,4.54,12.49,0.0,3.08,47.55,0.0,0.05,0.0,78.0,Satisfactory,2,12,6,41.77,110.41333333333333,27.85,0.0,0.0
Hyderabad,2017-02-14,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,0.03,0.37,0.06,137.0,Moderate,2,14,1,39.67,112.72666666666667,32.34,0.0,0.0
Hyderabad,2017-02-15,66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,0.05,0.75,0.14,123.0,Moderate,2,15,2,62.32,115.04,35.19,0.0,0.026666666666667296
Hyderabad,2017-02-16,85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,0.11,1.51,0.23,158.0,Moderate,2,16,3,66.1,129.76,40.94,0.08,0.06333333333333396
Hyderabad,2017-02-17,82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,0.25,2.46,0.85,193.0,Moderate,2,17,4,85.12,173.28,46.28,0.11,0.15666666666666731
Hyderabad,2017-02-18,75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,0.24,2.35,0.73,179.0,Moderate,2,18,5,82.76,203.34,46.37,0.28,0.21000000000000063
Hyderabad,2017-02-19,63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,0.22,2.36,0.53,141.0,Moderate,2,19,6,75.46,197.99,46.97,0.24,0.2500000000000006
Hyderabad,2017-02-20,57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,0.2,2.08,0.38,160.0,Moderate,2,20,0,63.58,163.83,40.25,0.23,0.24000000000000063
Hyderabad,2017-02-21,53.34,144.79,11.52,44.31,13.02,22.19,0.24,25.23,39.26,0.17,2.14,0.48,128.0,Moderate,2,21,1,57.61,157.84,35.93,0.25,0.24000000000000063
Hyderabad,2017-02-22,65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,0.16,1.92,0.57,161.0,Moderate,2,22,2,53.34,144.79,44.31,0.24,0.25333333333333397
Hyderabad,2017-02-23,72.0,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,0.22,3.77,1.91,164.0,Moderate,2,23,3,65.52,167.51,46.93,0.27,0.263333333333334
Hyderabad,2017-02-24,68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,0.27,5.19,1.92,183.0,Moderate,2,24,4,72.0,184.43,48.13,0.28,0.25333333333333397
Hyderabad,2017-02-25,80.73,198.07,9.99,46.49,13.6,47.49,0.21,40.3,51.85,0.36,5.39,1.32,165.0,Moderate,2,25,5,68.68,178.16,44.73,0.21,0.23333333333333398
Hyderabad,2017-02-26,64.09,163.99,10.4,44.5,12.84,29.14,0.22,26.83,57.97,0.25,3.35,2.7,165.0,Moderate,2,26,6,80.73,198.07,46.49,0.21,0.21333333333333396
Hyderabad,2017-02-27,55.13,148.99,12.48,39.79,11.67,29.39,0.28,17.65,64.27,0.18,2.08,0.46,179.0,Moderate,2,27,0,64.09,163.99,44.5,0.22,0.23666666666666733
Hyderabad,2017-02-28,69.06,177.21,13.34,45.33,13.98,40.73,0.23,27.21,64.43,0.31,2.94,0.94,197.0,Moderate,2,28,1,55.13,148.99,39.79,0.28,0.24333333333333398
Hyderabad,2017-03-01,63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,0.14,1.65,0.41,166.0,Moderate,3,1,2,69.06,177.21,45.33,0.23,0.2500000000000006
Hyderabad,2017-03-02,57.86,130.83,7.72,29.63,8.8,18.51,0.19,10.31,42.14,0.08,0.98,0.31,147.0,Moderate,3,2,3,63.3,161.94,38.86,0.24,0.22000000000000064
Hyderabad,2017-03-03,28.95,87.02,7.66,25.79,7.97,17.57,0.14,7.43,51.83,0.08,0.97,0.28,142.0,Moderate,3,3,4,57.86,130.83,29.63,0.19,0.19000000000000064
Hyderabad,2017-03-04,32.73,90.8,7.83,25.01,7.66,18.84,0.16,10.15,68.85,0.06,0.92,0.22,116.0,Moderate,3,4,5,28.95,87.02,25.79,0.14,0.16333333333333397
Hyderabad,2017-03-05,31.06,69.14,7.81,19.79,6.75,15.43,0.14,14.85,55.32,0.05,0.92,0.17,102.0,Moderate,3,5,6,32.73,90.8,25.01,0.16,0.1466666666666673
Hyderabad,2017-03-06,42.16,106.15,8.94,28.0,8.86,17.68,0.17,9.61,50.93,0.09,1.39,0.36,106.0,Moderate,3,6,0,31.06,69.14,19.79,0.14,0.15666666666666731
Hyderabad,2017-03-07,35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,0.05,0.74,0.18,109.0,Moderate,3,7,1,42.16,106.15,28.0,0.17,0.15000000000000066
Hyderabad,2017-03-08,45.6,118.95,8.68,28.85,8.91,16.96,0.13,13.64,57.87,0.09,1.85,0.48,124.0,Moderate,3,8,2,35.62,80.09,17.76,0.14,0.1466666666666673
Hyderabad,2017-03-09,77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,0.17,3.35,1.02,181.0,Moderate,3,9,3,45.6,118.95,28.85,0.13,0.1566666666666673
Hyderabad,2017-03-10,30.97,89.71,8.47,24.09,8.42,13.14,0.12,9.13,42.43,0.05,1.05,0.31,113.0,Moderate,3,10,4,77.14,189.5,45.09,0.2,0.1500000000000006
Hyderabad,2017-03-11,30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,0.06,1.02,0.57,108.0,Moderate,3,11,5,30.97,89.71,24.09,0.12,0.14333333333333395
Hyderabad,2017-03-12,43.8,146.18,11.64,41.87,12.69,15.42,0.16,22.58,44.15,0.16,1.75,0.53,117.0,Moderate,3,12,6,30.33,111.84,33.13,0.11,0.13000000000000064
Hyderabad,2017-03-13,63.7,181.89,11.59,42.87,12.28,32.61,0.21,25.87,52.81,0.21,2.59,0.42,143.0,Moderate,3,13,0,43.8,146.18,41.87,0.16,0.16000000000000061
Hyderabad,2017-03-14,50.64,132.94,9.56,37.51,11.09,26.41,0.16,17.73,50.11,0.22,2.27,0.26,161.0,Moderate,3,14,1,63.7,181.89,42.87,0.21,0.1766666666666673
Hyderabad,2017-03-15,21.27,57.52,8.25,18.26,6.57,13.73,0.11,7.85,41.95,0.04,0.66,0.12,95.0,Satisfactory,3,15,2,50.64,132.94,37.51,0.16,0.16000000000000061
Hyderabad,2017-03-16,27.44,44.62,9.18,24.38,8.05,12.84,0.11,7.14,42.8,0.04,0.91,0.17,76.0,Satisfactory,3,16,3,21.27,57.52,18.26,0.11,0.1266666666666673
Hyderabad,2017-03-17,54.73,118.8,12.86,45.98,14.49,21.57,0.16,17.35,39.39,0.19,2.51,1.2,97.0,Satisfactory,3,17,4,27.44,44.62,24.38,0.11,0.1266666666666673
Hyderabad,2017-03-18,67.57,186.0,20.68,52.24,17.22,33.02,0.2,21.64,34.77,0.33,4.68,3.14,146.0,Moderate,3,18,5,54.73,118.8,45.98,0.16,0.1566666666666673
Hyderabad,2017-03-19,63.1,216.97,17.42,54.07,17.35,40.79,0.19,24.11,29.02,0.22,3.34,1.32,167.0,Moderate,3,19,6,67.57,186.0,52.24,0.2,0.183333333333334
Hyderabad,2017-03-20,52.04,186.28,15.13,43.35,12.52,41.5,0.19,24.0,25.22,0.2,2.61,0.43,144.0,Moderate,3,20,0,63.1,216.97,54.07,0.19,0.19333333333333394
Hyderabad,2017-03-21,61.33,191.22,13.78,50.59,14.69,33.24,0.17,29.93,41.21,0.24,3.57,0.54,145.0,Moderate,3,21,1,52.04,186.28,43.35,0.19,0.18333333333333393
Hyderabad,2017-03-22,60.92,175.69,12.57,52.0,14.03,26.07,0.17,21.17,68.16,0.16,2.49,0.75,171.0,Moderate,3,22,2,61.33,191.22,50.59,0.17,0.1766666666666673
Hyderabad,2017-03-23,60.33,158.98,12.2,48.25,13.65,21.52,0.23,10.61,64.54,0.1,1.34,0.35,175.0,Moderate,3,23,3,60.92,175.69,52.0,0.17,0.1900000000000006
Hyderabad,2017-03-24,54.59,135.47,10.5,42.79,11.92,19.77,0.17,11.49,64.9,0.11,1.25,0.32,148.0,Moderate,3,24,4,60.33,158.98,48.25,0.23,0.1900000000000006
Hyderabad,2017-03-25,60.55,148.34,9.42,41.27,11.22,24.64,0.19,14.86,63.64,0.1,1.74,0.25,137.0,Moderate,3,25,5,54.59,135.47,42.79,0.17,0.1966666666666673
Hyderabad,2017-03-26,62.45,152.69,9.35,38.24,10.57,19.94,0.17,12.7,65.94,0.09,1.29,0.25,140.0,Moderate,3,26,6,60.55,148.34,41.27,0.19,0.1766666666666673
Hyderabad,2017-03-27,57.61,144.64,9.53,39.4,10.9,17.01,0.16,13.08,66.96,0.09,0.97,0.22,164.0,Moderate,3,27,0,62.45,152.69,38.24,0.17,0.17333333333333398
Hyderabad,2017-03-28,51.42,128.17,9.57,38.28,10.72,16.62,0.16,10.89,57.96,0.09,1.07,0.21,154.0,Moderate,3,28,1,57.61,144.64,39.4,0.16,0.16333333333333397
Hyderabad,2017-03-29,49.28,117.75,9.55,33.72,10.29,15.1,0.16,6.55,57.0,0.09,0.89,0.2,127.0,Moderate,3,29,2,51.42,128.17,38.28,0.16,0.16
Hyderabad,2017-03-30,47.02,122.96,9.2,35.07,10.75,15.91,0.17,8.66,54.3,0.1,1.26,0.2,114.0,Moderate,3,30,3,49.28,117.75,33.72,0.16,0.16333333333333397
Hyderabad,2017-03-31,45.77,119.32,9.23,35.7,10.05,16.73,0.15,8.68,62.1,0.09,0.94,0.2,150.0,Moderate,3,31,4,47.02,122.96,35.07,0.17,0.16000000000000061
Hyderabad,2017-04-01,44.15,117.72,9.09,30.98,8.99,14.2,0.14,6.09,59.95,0.08,0.86,0.4,136.0,Moderate,4,1,5,45.77,119.32,35.7,0.15,0.15333333333333396
Hyderabad,2017-04-02,51.9,144.41,10.08,41.35,11.47,15.37,0.16,8.48,49.08,0.09,1.51,0.37,123.0,Moderate,4,2,6,44.15,117.72,30.98,0.14,0.1500000000000006
Hyderabad,2017-04-03,50.37,125.87,9.17,34.02,9.63,14.48,0.15,7.24,53.76,0.09,1.12,0.26,132.0,Moderate,4,3,0,51.9,144.41,41.35,0.16,0.1500000000000006
Hyderabad,2017-04-04,43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,0.08,0.92,0.18,123.0,Moderate,4,4,1,50.37,125.87,34.02,0.15,0.1500000000000006
Hyderabad,2017-04-05,47.15,98.46,9.49,29.71,8.89,12.67,0.15,7.18,43.12,0.07,0.71,0.19,103.0,Moderate,4,5,2,43.52,105.3,30.44,0.14,0.14666666666666728
Hyderabad,2017-04-06,44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,0.1,0.98,0.37,92.0,Satisfactory,4,6,3,47.15,98.46,29.71,0.15,0.1500000000000006
Hyderabad,2017-04-07,48.68,119.71,9.41,32.91,10.06,14.76,0.14,9.66,48.79,0.05,0.77,0.24,136.0,Moderate,4,7,4,44.33,118.21,36.95,0.16,0.1500000000000006
Hyderabad,2017-04-08,68.34,186.2,11.67,38.38,11.62,19.05,0.2,16.14,41.4,0.56,1.45,0.28,128.0,Moderate,4,8,5,48.68,119.71,32.91,0.14,0.1666666666666673
Hyderabad,2017-04-09,77.56,193.33,16.76,49.22,23.27,17.48,0.29,14.15,36.76,0.24,1.7,0.62,175.0,Moderate,4,9,6,68.34,186.2,38.38,0.2,0.21000000000000063
Hyderabad,2017-04-10,67.48,184.29,4.95,39.61,11.11,22.74,0.21,17.04,46.58,0.16,1.21,0.31,164.0,Moderate,4,10,0,77.56,193.33,49.22,0.29,0.23333333333333395
Hyderabad,2017-04-11,77.94,235.99,13.35,52.07,16.81,33.95,0.23,30.86,41.49,0.48,2.44,0.33,192.0,Moderate,4,11,1,67.48,184.29,39.61,0.21,0.24333333333333393
Hyderabad,2017-04-12,158.04,485.88,38.01,70.52,16.42,51.93,0.3,70.39,10.79,0.28,2.07,0.65,199.0,Moderate,4,12,2,77.94,235.99,52.07,0.23,0.24666666666666726
Hyderabad,2017-04-13,59.32,161.14,9.86,37.36,11.15,26.62,0.15,18.52,64.29,0.13,1.15,0.26,173.0,Moderate,4,13,3,158.04,485.88,70.52,0.3,0.22666666666666727
Hyderabad,2017-04-14,60.92,155.57,8.26,32.52,10.17,23.64,0.17,16.51,53.34,0.13,1.05,0.25,165.0,Moderate,4,14,4,59.32,161.14,37.36,0.15,0.2066666666666673
Hyderabad,2017-04-15,57.68,161.11,6.46,29.2,9.42,16.22,0.16,15.79,46.79,0.2,0.98,0.3,152.0,Moderate,4,15,5,60.92,155.57,32.52,0.17,0.16000000000000061
Hyderabad,2017-04-16,56.31,172.7,8.75,28.75,8.96,16.17,0.15,14.29,41.88,0.17,1.12,0.29,148.0,Moderate,4,16,6,57.68,161.11,29.2,0.16,0.16000000000000061
Hyderabad,2017-04-17,68.97,221.35,11.91,41.41,12.46,28.4,0.23,23.3,41.35,0.18,1.69,0.6,173.0,Moderate,4,17,0,56.31,172.7,28.75,0.15,0.1800000000000006
Hyderabad,2017-04-18,70.99,219.74,10.84,45.1,13.09,23.76,0.25,22.43,56.8,0.26,1.54,0.57,191.0,Moderate,4,18,1,68.97,221.35,41.41,0.23,0.2100000000000006
Hyderabad,2017-04-19,57.04,157.84,8.37,27.79,8.08,30.84,0.14,9.25,50.43,0.22,1.59,0.24,166.0,Moderate,4,19,2,70.99,219.74,45.1,0.25,0.2066666666666673
Hyderabad,2017-04-20,49.73,155.18,8.94,35.29,10.53,41.98,0.12,15.24,48.24,0.16,1.49,0.24,131.0,Moderate,4,20,3,57.04,157.84,27.79,0.14,0.1700000000000006
Hyderabad,2017-04-21,45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,0.09,1.09,0.26,136.0,Moderate,4,21,4,49.73,155.18,35.29,0.12,0.13000000000000062
Hyderabad,2017-04-22,53.51,173.04,12.27,42.5,13.91,36.91,0.19,19.01,42.89,0.17,1.46,0.43,143.0,Moderate,4,22,5,45.5,146.01,37.88,0.13,0.14666666666666728
Hyderabad,2017-04-23,58.3,187.29,14.55,42.34,13.23,45.33,0.16,23.97,36.37,0.2,1.88,0.44,156.0,Moderate,4,23,6,53.51,173.04,42.5,0.19,0.16000000000000061
Hyderabad,2017-04-24,57.26,195.54,12.62,40.89,12.81,32.1,0.17,19.79,33.12,0.32,2.92,0.47,162.0,Moderate,4,24,0,58.3,187.29,42.34,0.16,0.17333333333333392
Hyderabad,2017-04-25,55.63,186.41,13.26,42.61,16.03,26.05,0.18,27.37,35.6,0.22,1.94,0.67,156.0,Moderate,4,25,1,57.26,195.54,40.89,0.17,0.1700000000000006
Hyderabad,2017-04-26,61.48,178.52,7.13,51.82,10.74,30.94,0.06,19.33,26.72,0.1,0.95,0.64,151.0,Moderate,4,26,2,55.63,186.41,42.61,0.18,0.13666666666666727
Hyderabad,2017-04-27,63.36,195.29,12.52,45.42,15.74,36.73,0.19,22.7,48.36,0.2,2.02,0.67,171.0,Moderate,4,27,3,61.48,178.52,51.82,0.06,0.14333333333333395
Hyderabad,2017-04-28,37.64,90.98,8.81,23.58,8.78,33.13,0.09,5.2,70.21,0.04,0.61,0.12,142.0,Moderate,4,28,4,63.36,195.29,45.42,0.19,0.11333333333333395
Hyderabad,2017-04-29,27.39,97.09,6.2,29.07,8.18,38.26,0.09,10.98,59.6,0.08,0.94,0.23,127.0,Moderate,4,29,5,37.64,90.98,23.58,0.09,0.12333333333333395
Hyderabad,2017-04-30,24.73,71.82,6.14,25.71,8.76,25.94,0.1,11.4,55.85,0.06,0.94,0.11,99.0,Satisfactory,4,30,6,27.39,97.09,29.07,0.09,0.09333333333333393
Hyderabad,2017-05-01,24.54,68.79,6.44,26.4,8.54,26.54,0.09,11.13,45.05,0.09,1.48,0.12,99.0,Satisfactory,5,1,0,24.73,71.82,25.71,0.1,0.09333333333333393
Hyderabad,2017-05-02,29.34,70.91,5.92,21.73,7.49,25.34,0.1,5.69,64.01,0.04,0.67,0.12,110.0,Moderate,5,2,1,24.54,68.79,26.4,0.09,0.09666666666666728
Hyderabad,2017-05-03,37.31,85.68,6.09,25.09,8.5,34.75,0.11,4.14,54.45,0.04,0.63,0.17,118.0,Moderate,5,3,2,29.34,70.91,21.73,0.1,0.1000000000000006
Hyderabad,2017-05-04,43.24,111.88,6.23,26.06,9.73,22.03,0.15,8.28,52.6,0.05,0.75,0.23,130.0,Moderate,5,4,3,37.31,85.68,25.09,0.11,0.12000000000000062
Hyderabad,2017-05-05,40.48,113.26,6.06,24.97,10.1,16.38,0.15,8.41,65.03,0.12,0.82,0.17,138.0,Moderate,5,5,4,43.24,111.88,26.06,0.15,0.1366666666666673
Hyderabad,2017-05-06,38.11,89.14,5.12,25.56,7.62,24.02,0.11,11.54,50.37,0.03,0.64,0.17,122.0,Moderate,5,6,5,40.48,113.26,24.97,0.15,0.13666666666666727
Hyderabad,2017-05-07,29.4,80.54,5.47,12.86,2.82,19.155,0.09,6.91,67.42,0.02,0.49,0.07,98.0,Satisfactory,5,7,6,38.11,89.14,25.56,0.11,0.11666666666666729
Hyderabad,2017-05-08,27.81,82.02,3.79,18.72,4.24,14.29,0.06,10.16,62.99,0.02,0.5,0.08,131.0,Moderate,5,8,0,29.4,80.54,12.86,0.09,0.08666666666666728
Hyderabad,2017-05-09,32.95,91.33,5.63,41.36,9.72,38.95,0.06,10.25,53.25,0.06,0.76,0.13,109.0,Moderate,5,9,1,27.81,82.02,18.72,0.06,0.07000000000000062
Hyderabad,2017-05-10,31.54,71.48,5.72,56.78,17.44,54.45,0.16,5.59,93.07,0.03,0.54,0.12,165.0,Moderate,5,10,2,32.95,91.33,41.36,0.06,0.09333333333333395
Hyderabad,2017-05-11,30.22,66.24,8.1,72.96,22.12,50.53,0.14,3.96,57.35,0.02,0.61,0.16,123.0,Moderate,5,11,3,31.54,71.48,56.78,0.16,0.12000000000000062
Hyderabad,2017-05-12,34.8,77.97,5.0,36.6,11.62,23.81,0.15,4.51,53.61,0.03,0.61,0.19,86.0,Satisfactory,5,12,4,30.22,66.24,72.96,0.14,0.1500000000000006
Hyderabad,2017-05-13,36.41,94.82,5.08,38.77,11.38,25.46,0.14,5.92,45.63,0.04,0.71,0.15,84.0,Satisfactory,5,13,5,34.8,77.97,36.6,0.15,0.14333333333333395
Hyderabad,2017-05-14,40.68,101.34,5.06,42.42,10.51,23.54,0.15,4.93,44.74,0.05,0.83,0.23,107.0,Moderate,5,14,6,36.41,94.82,38.77,0.14,0.14666666666666728
Hyderabad,2017-05-15,35.14,80.34,4.56,30.94,9.21,21.58,0.11,6.38,49.94,0.05,0.55,0.14,85.0,Satisfactory,5,15,0,40.68,101.34,42.42,0.15,0.13333333333333394
Hyderabad,2017-05-16,37.13,108.52,4.59,41.07,12.57,18.27,0.11,9.81,37.77,0.03,0.72,0.2,98.0,Satisfactory,5,16,1,35.14,80.34,30.94,0.11,0.12333333333333396
Hyderabad,2017-05-17,37.23,102.58,4.41,38.74,11.94,18.51,0.11,8.88,38.04,0.03,0.73,0.29,102.0,Moderate,5,17,2,37.13,108.52,41.07,0.11,0.11
Hyderabad,2017-05-18,48.21,159.97,5.62,50.64,14.58,33.13,0.13,11.25,32.17,0.08,1.15,0.55,118.0,Moderate,5,18,3,37.23,102.58,38.74,0.11,0.11666666666666729
Hyderabad,2017-05-19,45.73,153.81,6.3,49.46,12.42,21.18,0.11,12.25,32.93,0.06,0.73,0.4,148.0,Moderate,5,19,4,48.21,159.97,50.64,0.13,0.11666666666666729
Hyderabad,2017-05-20,41.91,143.04,4.73,48.49,12.84,22.07,0.11,10.89,36.62,0.09,0.91,0.49,126.0,Moderate,5,20,5,45.73,153.81,49.46,0.11,0.11666666666666729
Hyderabad,2017-05-21,35.78,119.47,2.2,47.98,15.64,44.56,0.16,10.0,39.06,0.27,1.66,0.42,131.0,Moderate,5,21,6,41.91,143.04,48.49,0.11,0.1266666666666673
Hyderabad,2017-05-22,38.13,117.36,4.44,51.56,15.38,25.27,0.13,8.43,44.56,0.08,1.24,0.38,115.0,Moderate,5,22,0,35.78,119.47,47.98,0.16,0.13333333333333397
Hyderabad,2017-05-23,49.56,173.1,4.69,66.04,18.88,43.01,0.15,12.73,29.12,0.21,1.56,0.47,130.0,Moderate,5,23,1,38.13,117.36,51.56,0.13,0.1466666666666673
Hyderabad,2017-05-24,57.16,177.19,5.39,70.75,17.53,39.41,0.17,9.6,30.25,0.23,1.5,0.38,156.0,Moderate,5,24,2,49.56,173.1,66.04,0.15,0.1500000000000006
Hyderabad,2017-05-25,39.09,115.26,4.42,45.01,10.87,25.52,0.09,4.46,47.08,0.05,0.59,0.16,127.0,Moderate,5,25,3,57.16,177.19,70.75,0.17,0.1366666666666673
Hyderabad,2017-05-26,43.73,135.42,4.5,47.81,11.47,23.05,0.1,7.28,45.06,0.03,0.54,0.35,119.0,Moderate,5,26,4,39.09,115.26,45.01,0.09,0.12000000000000062
Hyderabad,2017-05-27,26.99,79.38,4.45,30.37,7.75,18.74,0.07,4.17,43.41,0.01,0.27,0.08,103.0,Moderate,5,27,5,43.73,135.42,47.81,0.1,0.0866666666666673
Hyderabad,2017-05-28,26.35,79.05,4.26,35.91,8.8,27.27,0.09,6.47,53.11,0.04,0.51,0.11,93.0,Satisfactory,5,28,6,26.99,79.38,30.37,0.07,0.0866666666666673
Hyderabad,2017-05-29,19.02,78.46,4.92,42.99,10.09,28.57,0.06,5.75,41.03,0.06,0.44,0.08,76.0,Satisfactory,5,29,0,26.35,79.05,35.91,0.09,0.07333333333333396
Hyderabad,2017-05-30,17.31,78.58,14.07,46.38,14.55,15.98,0.06,10.87,36.63,0.02,0.43,0.06,82.0,Satisfactory,5,30,1,19.02,78.46,42.99,0.06,0.07000000000000062
Hyderabad,2017-05-31,11.35,45.33,7.79,22.84,7.79,11.42,0.05,2.78,45.72,0.0,0.21,0.01,80.0,Satisfactory,5,31,2,17.31,78.58,46.38,0.06,0.05666666666666729
Hyderabad,2017-06-01,10.04,35.01,8.94,25.83,9.14,9.9,0.06,1.66,48.75,0.0,0.19,0.01,79.0,Satisfactory,6,1,3,11.35,45.33,22.84,0.05,0.05666666666666729
Hyderabad,2017-06-02,13.75,45.45,8.57,22.7,7.61,9.17,0.07,3.03,57.96,0.01,0.26,0.03,109.0,Moderate,6,2,4,10.04,35.01,25.83,0.06,0.06000000000000063
Hyderabad,2017-06-03,13.78,42.98,8.4,19.42,6.83,14.37,0.07,2.33,53.33,0.01,0.33,0.04,103.0,Moderate,6,3,5,13.75,45.45,22.7,0.07,0.0666666666666673
Hyderabad,2017-06-04,14.36,40.42,9.13,24.08,8.73,20.08,0.08,4.09,46.26,0.01,0.5,0.11,84.0,Satisfactory,6,4,6,13.78,42.98,19.42,0.07,0.07333333333333396
Hyderabad,2017-06-05,16.11,54.35,8.38,19.2,6.73,21.42,0.07,6.0,54.74,0.02,0.44,0.16,106.0,Moderate,6,5,0,14.36,40.42,24.08,0.08,0.07333333333333396
Hyderabad,2017-06-06,17.77,57.12,7.71,21.89,6.76,17.36,0.09,4.06,54.65,0.02,0.46,0.22,97.0,Satisfactory,6,6,1,16.11,54.35,19.2,0.07,0.08000000000000061
Hyderabad,2017-06-07,12.3,31.28,6.91,11.7,4.45,11.75,0.07,3.66,48.45,0.01,0.34,0.12,74.0,Satisfactory,6,7,2,17.77,57.12,21.89,0.09,0.07666666666666729
Hyderabad,2017-06-08,11.78,27.93,8.21,19.22,8.56,17.27,0.08,2.68,36.3,0.01,0.27,0.07,67.0,Satisfactory,6,8,3,12.3,31.28,11.7,0.07,0.08000000000000063
Hyderabad,2017-06-09,17.05,39.07,4.9,20.03,7.59,20.71,0.08,5.5,33.48,0.31,1.4,0.45,69.0,Satisfactory,6,9,4,11.78,27.93,19.22,0.08,0.07666666666666729
